run_id,task_id,family,condition,trial,success,score,wall_seconds,api_seconds_sum,calls,accounting_complete,reason,started_at,finished_at,input_tokens,output_tokens,total_tokens,cached_input_tokens,reasoning_tokens
T08-r1-reflexive,T08,selection,reflexive,1,True,1.0,19.0247187060304,19.02197078592144,2,True,exact_match,2026-09-13T13:28:39.651608+00:00,2026-09-13T13:28:58.676297+00:00,1443,1448,2891,0,1398
T07-r1-single,T07,selection,single,1,True,1.0,12.033963220077567,12.033123738016002,1,True,exact_match,2026-09-13T13:28:58.679697+00:00,2026-09-13T13:29:10.713562+00:00,685,785,1470,0,752
T07-r1-parallel,T07,selection,parallel,1,True,1.0,12.356535626924597,21.402725834050216,3,True,exact_match,2026-09-13T13:29:10.718992+00:00,2026-09-13T13:29:23.075044+00:00,2165,1693,3858,0,1594
T07-r1-hierarchical_all_skills,T07,selection,hierarchical_all_skills,1,True,1.0,13.735228930017911,22.291826348984614,4,True,exact_match,2026-09-13T13:29:23.080335+00:00,2026-09-13T13:29:36.815286+00:00,7105,1367,8472,1733,1179
T07-r1-hierarchical,T07,selection,hierarchical,1,True,1.0,16.433656404027715,22.471899441094138,4,True,exact_match,2026-09-13T13:29:36.823551+00:00,2026-09-13T13:29:53.257056+00:00,3041,1300,4341,0,1106
T07-r1-reflexive,T07,selection,reflexive,1,True,1.0,15.926531575038098,15.924646732048132,2,True,exact_match,2026-09-13T13:29:53.261654+00:00,2026-09-13T13:30:09.188084+00:00,1443,1222,2665,0,1172
T07-r1-sequential,T07,selection,sequential,1,True,1.0,18.511339509976096,18.508507611928508,3,True,exact_match,2026-09-13T13:30:09.191410+00:00,2026-09-13T13:30:27.702604+00:00,2150,976,3126,0,877
T08-r2-hierarchical_all_skills,T08,selection,hierarchical_all_skills,2,True,1.0,31.51191518304404,46.70758619904518,4,True,exact_match,2026-09-13T13:30:27.708606+00:00,2026-09-13T13:30:59.220272+00:00,7093,2683,9776,1733,2501
T08-r2-hierarchical,T08,selection,hierarchical,2,True,1.0,17.230460337013938,26.47597869799938,4,True,exact_match,2026-09-13T13:30:59.224090+00:00,2026-09-13T13:31:16.454452+00:00,3023,1555,4578,0,1370
T08-r2-single,T08,selection,single,2,True,1.0,9.40051993203815,9.399440077017061,1,True,exact_match,2026-09-13T13:31:16.458758+00:00,2026-09-13T13:31:25.860722+00:00,685,699,1384,0,666
T08-r2-sequential,T08,selection,sequential,2,True,1.0,25.45770366897341,25.45516682928428,3,True,exact_match,2026-09-13T13:31:25.866975+00:00,2026-09-13T13:31:51.324629+00:00,2150,1396,3546,0,1297
T08-r2-parallel,T08,selection,parallel,2,True,1.0,19.013666751910932,29.25590757606551,3,True,exact_match,2026-09-13T13:31:51.329083+00:00,2026-09-13T13:32:10.342321+00:00,2165,2506,4671,0,2407
T08-r2-reflexive,T08,selection,reflexive,2,True,1.0,21.748535344027914,21.74640198808629,2,True,exact_match,2026-09-13T13:32:10.346931+00:00,2026-09-13T13:32:32.095303+00:00,1443,1469,2912,0,1419
T04-r1-sequential,T04,schedule,sequential,1,True,1.0,11.800943675916642,11.798599668196402,3,True,exact_match,2026-09-13T13:32:32.102189+00:00,2026-09-13T13:32:43.903061+00:00,1848,980,2828,0,902
T04-r1-single,T04,schedule,single,1,True,1.0,4.035256810020655,4.034360471996479,1,True,exact_match,2026-09-13T13:32:43.907941+00:00,2026-09-13T13:32:47.943162+00:00,589,369,958,0,343
T04-r1-hierarchical_all_skills,T04,schedule,hierarchical_all_skills,1,True,1.0,11.672271903953515,16.973493512137793,4,True,exact_match,2026-09-13T13:32:47.948487+00:00,2026-09-13T13:32:59.620584+00:00,6723,1128,7851,1630,939
T04-r1-hierarchical,T04,schedule,hierarchical,1,True,1.0,11.062910023960285,16.510546433040872,4,True,exact_match,2026-09-13T13:32:59.628147+00:00,2026-09-13T13:33:10.690924+00:00,2641,1254,3895,0,1082
T04-r1-reflexive,T04,schedule,reflexive,1,True,1.0,16.901411116006784,16.898033888079226,4,True,exact_match,2026-09-13T13:33:10.695587+00:00,2026-09-13T13:33:27.596941+00:00,2581,1434,4015,0,1300
T04-r1-parallel,T04,schedule,parallel,1,True,1.0,6.574074050993659,9.970974192023277,3,True,exact_match,2026-09-13T13:33:27.601862+00:00,2026-09-13T13:33:34.174516+00:00,1863,1105,2968,0,1027
